account_id,customer_id,account_type,account_status,current_balance,available_balance,opened_date
ACC0000644,CUST000079,SAVINGS,ACTIVE,133288.84,121196.32,2020-04-02
ACC0000645,CUST000052,CHECKING,ACTIVE,14064.97,11988.71,2023-12-10
ACC0000646,CUST000087,SAVINGS,ACTIVE,91799.57,91799.57,2018-03-11
ACC0000647,CUST000461,CHECKING,CLOSED,177339.15,177339.15,2020-06-11
ACC0000648,CUST000212,CHECKING,DORMANT,69490.67,69490.67,2021-10-18
ACC0000649,CUST000170,CHECKING,ACTIVE,66985.6,66985.6,2017-03-12
ACC0000650,CUST000259,SAVINGS,FROZEN,1055.77,1053.03,2021-01-21
ACC0000651,CUST000099,SAVINGS,DORMANT,227077.99,227077.99,2024-06-02
ACC0000652,CUST000415,SAVINGS,ACTIVE,243012.23,243012.23,2022-05-10
ACC0000653,CUST000414,CHECKING,ACTIVE,224874.5,219567.71,2023-07-31
ACC0000654,CUST000270,SAVINGS,ACTIVE,159141.78,143058.06,2017-09-28
ACC0000655,CUST000405,CHECKING,DORMANT,213569.64,184721.7,2018-06-28
ACC0000656,CUST000281,SAVINGS,ACTIVE,54149.84,54149.84,2026-04-30
ACC0000657,CUST000330,SAVINGS,ACTIVE,32687.84,32687.84,2019-04-23
ACC0000658,CUST000411,SAVINGS,ACTIVE,219306.12,219306.12,2023-04-14
ACC0000659,CUST000419,SAVINGS,ACTIVE,136643.43,136643.43,2021-12-19
ACC0000660,CUST000333,CHECKING,ACTIVE,196654.11,160093.76,2020-10-19
ACC0000661,CUST000149,CHECKING,ACTIVE,174019.75,168129.51,2021-08-20
ACC0000662,CUST000211,SAVINGS,ACTIVE,242928.24,242928.24,2023-11-16
ACC0000663,CUST000278,SAVINGS,ACTIVE,186400.21,186400.21,2017-08-07
ACC0000664,CUST000423,SAVINGS,ACTIVE,227118.98,187566.48,2018-05-07
ACC0000665,CUST000178,CHECKING,ACTIVE,89463.01,88088.29,2019-04-08
ACC0000666,CUST000144,SAVINGS,ACTIVE,229238.96,229238.96,2026-04-02
ACC0000667,CUST000217,CHECKING,ACTIVE,15261.14,15261.14,2016-08-25
ACC0000668,CUST000445,CHECKING,CLOSED,27871.79,27871.79,2020-01-30
ACC0000669,CUST000305,CHECKING,ACTIVE,90589.59,81037.03,2022-06-05
ACC0000670,CUST000374,CHECKING,ACTIVE,64382.3,64382.3,2019-05-18
ACC0000671,CUST000279,CHECKING,ACTIVE,192161.1,192161.1,2019-04-08
ACC0000672,CUST000037,CHECKING,CLOSED,94001.84,94001.84,2026-04-29
ACC0000673,CUST000494,SAVINGS,ACTIVE,138628.52,138628.52,2020-09-07
ACC0000674,CUST000128,CHECKING,DORMANT,3030.71,3030.71,2025-07-06
ACC0000675,CUST000074,CHECKING,ACTIVE,57734.63,53440.89,2018-01-26
ACC0000676,CUST000166,CHECKING,DORMANT,210913.83,210913.83,2020-12-22
ACC0000677,CUST000009,SAVINGS,DORMANT,1777.37,1777.37,2020-06-17
ACC0000678,CUST000350,CHECKING,ACTIVE,216742.3,216742.3,2025-11-15
ACC0000679,CUST000206,CHECKING,ACTIVE,15996.53,15996.53,2026-02-12
ACC0000680,CUST000226,CHECKING,ACTIVE,137765.31,137765.31,2019-09-26
ACC0000681,CUST000336,CHECKING,ACTIVE,20888.06,19371.2,2025-10-14
ACC0000682,CUST000433,CHECKING,ACTIVE,147225.08,147225.08,2024-07-22
ACC0000683,CUST000026,SAVINGS,ACTIVE,41271.57,41271.57,2022-07-18
ACC0000684,CUST000367,CHECKING,ACTIVE,42123.95,42123.95,2017-05-10
ACC0000685,CUST000046,SAVINGS,ACTIVE,202426.4,198598.25,2026-06-01
ACC0000686,CUST000080,CHECKING,ACTIVE,110748.16,110748.16,2025-12-05
ACC0000687,CUST000016,SAVINGS,ACTIVE,245482.63,217037.25,2024-11-20
ACC0000688,CUST000118,CHECKING,ACTIVE,206362.35,184646.12,2017-12-08
ACC0000689,CUST000013,CHECKING,CLOSED,112064.12,102150.7,2021-03-24
ACC0000690,CUST000081,SAVINGS,ACTIVE,15255.81,14642.23,2023-10-28
ACC0000691,CUST000428,CHECKING,ACTIVE,204281.47,204281.47,2021-12-31
ACC0000692,CUST000288,CHECKING,ACTIVE,121295.85,121295.85,2023-11-06
ACC0000693,CUST000195,SAVINGS,ACTIVE,115738.37,115738.37,2016-07-30
ACC0000694,CUST000140,CHECKING,ACTIVE,241253.79,241253.79,2023-08-20
ACC0000695,CUST000241,CHECKING,ACTIVE,124519.09,124519.09,2020-03-28
ACC0000696,CUST000182,CHECKING,ACTIVE,144809.9,144809.9,2025-06-25
ACC0000697,CUST000014,SAVINGS,CLOSED,79139.9,79139.9,2020-07-30
ACC0000698,CUST000261,SAVINGS,ACTIVE,47623.29,47623.29,2024-12-09
ACC0000699,CUST000381,CHECKING,CLOSED,98014.56,98014.56,2019-05-02
ACC0000700,CUST000038,SAVINGS,ACTIVE,89140.11,75265.12,2017-02-06
